,sentence,intent
5798,sadly think government would step tried stop lesser races moving land,No Hate
5799,shoe bombers crotch bombers israel seen times less month,No Hate
5800,looks like create copy pdf file since op version read item sigh,No Hate
5801,done,No Hate
5802,came night job look around bit,No Hate
5803,small trace amounts non white blood generations back removed naturally generational mixing white blood lifeline family great great forth engaged one incident miscegen,Hate
5804,media praise encourage non white establishment denoucing degrading white man establish,No Hate
5805,nothing beautiful whole world fact,No Hate
5806,sent pm day saying well staying sf check,No Hate
5807,think need take stand homes across country around world,No Hate
5808,next read,No Hate
5809,listed friend,No Hate
5810,one thing dyed hair,No Hate
5811,dark red brown hair dyed hair black looked odd,No Hate
5812,also betty page hair cut may helped odd,No Hate
5813,well said point ple organic community free express spins wish,No Hate
5814,give good hold land hard stop,No Hate
5815,hoodies sweetshirts womens ts mens t,No Hate
5816,spent night hotel slc matter fact,No Hate
5817,dumb questions plenty thread answer best,No Hate
5818,ask away redneck,No Hate
5819,new line shirts comming help keep funds comming land bas,Hate
5821,need start pool stormfront use money buy plac,No Hate
5822,new ple friend sao paulo introduced e mail morn,No Hate
5823,large white families beautiful behold,No Hate
5824,everyone keep spreading dr dukes videos around internet soon win war,No Hate
5825,alabama,Hate
5826,maybe could used sort gathering spot wn,No Hate
5827,dont think anyone going decide going whites feel home among,No Hate
5828,birmingham even nicer suburban area getting darker dark,No Hate
5829,shoe bombers crotch bombers israel created january th,No Hate
5830,places look job,Hate
5831,best thing thursday fest recently home made ice cream make front liquid nitrogen,No Hate
5832,fsicqgo agw,No Hate
5833,example local economy employment opportun,No Hate
5834,burlington coat factory hiring new store conroe houston hiring chron com blog lots check,No Hate
5835,ca n keep running suburb,Hate
5836,fastest land animal continent think simply testing spe,No Hate
5837,think need stand ground send enemies away,No Hate
5838,need get ahold everyone plan something weekend,No Hate
5839,partly visible partly invisible times ples based upon standard community organizing practices even take account factor opposit,No Hate
5840,video pretty much proves local demograph,No Hate
5841,noticed crime stats kalispell little higher averag,No Hate
5842,burlington coat factory open,No Hate
5843,great work mjodr,No Hate
5844,extreme mini blizzard cookie dough dairy extremist,No Hate
5845,would die child,No Hate
5846,n bill clinton first black presid,No Hate
5847,right,No Hate
5848,lets talk tomorrow morning plan bbq went grocery store met new arrival happened arriv,No Hate
5849,see anything white faces non racially edited video,No Hate
5850,would also die chance people living spac,No Hate
5851,maybe bring bbq mean critter sauc,Hate
5852,lovely town,Hate
5853,looks like white culture something lost texa,No Hate
5854,motiv,No Hate
5855,fact looks like almost dozen black bears euthanized western montana due illegal feeding grizzly bear relocated nw montana krtv com great falls montana,No Hate
5856,crime particular problem l,No Hate
5857,according poll still resistant bunch still got confusion devil em keep working turn around,No Hate
5858,usually know friends relatives distressed illness accident incident phone find happen,No Hate
5859,us buying houses lots small town nd decent percentag,No Hate
5860,long place get warm heater water doesnt freeze fin,No Hate
5861,pov fire next time pb,Hate
5862,check ghost town,No Hate
5863,ty,No Hate
5864,research purposes mention video years ago flatland area montana similar tone recent npr radio show pl,No Hate
5865,like car trying beat train,No Hate
5866,call,No Hate
5867,first time year seen area hotter lakeland florida,No Hate
5868,august driving completely different way,No Hate
5869,temp agency conro,No Hate
5870,n towns clean well kept kalispel,No Hate
5871,btw update coming soon info drive back florida,No Hate
5872,yes symbol past place present used advancement white nationalism proves hold us back thus used go history belong,No Hate
5873,extreme papers mov,No Hate
5874,mom went huckleberry festival whitefish weekend split ham cheddar veggie crepe amazing crep,No Hate
5875,mind even close obselete believe symbol white race fight save sick twisted multicult world l,No Hate
5876,surprisingly saw couple times wint,No Hate
5877,non whites come stand together send em packing like us,No Hate
5878,need go onto comments section let know defamed like every right gather area,Hate
5879,able elect mayor soon,Hate
5880,lots run hous,No Hate
5881,chickens back yard town kalispel,Hate
5882,several bears grizzly black caught killed c falls last month,Hate
5883,taken dance classes various times enjoy,No Hate
5884,harsh punishments rapist,No Hate
5885,eurocentric pro western european civ documentary www stormfront org forum europhobia,No Hate
5886,massiv,No Hate
5887,great idea though would love white dance class wpww,No Hate
5888,good solution make good famous news program show kind things nearly imposs,No Hate
5889,found place looking kountze counti,No Hate
5890,true descendants english settlers leaving significantly different rate descendants dutch settl,No Hate
5891,teach men men defend countries women folk non whit,No Hate
5892,ie warm water fish cold water fish birds big gam,No Hate
5893,call jackass tell hundreds thousands foreign nationals invaded country laid seige cities may,No Hate
5894,thanks commentary mjodr getting excit,No Hate
5895,people white hispanic mixed asian black american indian race alone median incom,No Hate
5896,major fish game species region,No Hate
5897,moving town church fal,No Hate
5898,knight parti,No Hate
5899,ride bus downtown mid take test ham radio licens,No Hate
5900,giant celebration large number white nationalists present let world know appreciate nelson mandela long history anti whit,No Hate
5901,n rode bus sinc,No Hate
5902,plan making trip kalispell early august,No Hate
5903,moment dance classes small town stop,No Hate
5904,first impress,No Hate
5905,welcome ku klux klan knights parti,No Hate
5906,hungry horse july st february th march th c fal,No Hate
5907,things repli,No Hate
5908,white girls taught brainwashed love black guys way properly educate show savages truli,Hate
5909,hats knight parti,No Hate
5910,january th whitefish amtrak station wint,No Hate
5911,cut shoot texas tx profile population maps real estate averages homes statistics relocation travel jobs hospitals schools crime moving houses new,No Hate
5912,lol obviously would florida,Hate
5913,remembered really good one muenster tx white zero negroids muenster texas tx profile population maps real estate averages homes statistics relocation travel jobs hospitals schools crime moving houses news town figured name would keep blacks moving cut shoot texas white zero negro,No Hate
5914,get camp,Hate
5915,passed devil lake nd flood,No Hate
5916,good,No Hate
5917,got stuck next really huge black woman stunk high heaven spent entire ride face close window could get,No Hate
5918,show support golden dawn sign petition secure avaaz org en petition free countri,No Hate
5919,looks like nice little town pap,No Hate
5920,problem multiracial environment means dance non whit,No Hate
5921,things stop rapes occur blacks non whites con white women girls getting cars etc start teach women respect,Hate
5922,lumberton texas hardin counti,No Hate
5923,best way prevent black white rape succeed goal removing white countri,No Hate
5924,latest reported attack students local negroes couple getting pizza late evening hours blacks jumped walk hom,Hate
5925,uc student robbed gunpoint happen anybodi,Hate
5926,funny go find anti ple sentiment news story current news topic lol,No Hate
5928,kountze white black hispanic looked area good way source city data,No Hate
