,sentence,intent
10318,fuckedd bitch gave snack pack,Offensive
10319,fuckin hate bitches voice omg,Offensive
10320,fucking hate fucking neighborhood fuckin bitches someone everyday ya n,Offensive
10321,fucking hate niggers bruh,Hate
10322,gain pounds bitch look thickkkkkk,Offensive
10323,gassss niggas got gas ho,Offensive
10324,gave aunt tupac greatest hits cd bitch lucky love tupac cd,Offensive
10325,get pound bag dawg mutt,Neither
10326,get bitches tind,Offensive
10327,get gwop bitch rememb,Offensive
10328,get nudes bitch,Offensive
10329,get deep pussy touch back soul,Offensive
10330,give niggas hope sell bitches dream,Offensive
10331,give selfish little bitch vibe get actually know tend put oth,Offensive
10332,gonna sta unfollowing angry bitches shit mad depress,Offensive
10333,got rain yesterday including bird shit gaug,Offensive
10334,got bitches bitches snitching finger itchin shot em kitchen makem wash dish,Offensive
10335,got amp b progress repo amp still touchin bands bitch get lik,Offensive
10336,got problems bitch one think need sub machine gun,Offensive
10337,got problems bitch,Offensive
10338,got problems bitch on,Offensive
10339,got problems bitch aint one em need michane gun,Offensive
10340,got problems pussy ass bitch on,Offensive
10341,got california love fuckin bitches pop shit,Offensive
10342,got friday refusing give phone bitches kiss ass cause get,Offensive
10343,got lambo doors seater hoes yokohamas vogues man bitch beauti,Offensive
10344,got spanish bitch name nina,Offensive
10345,got cousin thats rollin got bitch tha hoov,Offensive
10346,got gang old ass drafts trash,Offensive
10347,got main bitch got new hoe love ak got,Offensive
10348,got measly followers instagram probably bitches takin seri,Offensive
10349,got missed call bitch,Offensive
10350,got something pays hunnit every week real bitches kno manage money,Offensive
10351,got surprise bitch,Offensive
10352,got thick ass neck tho hoes zip half zip fleece bitch,Offensive
10353,got uncle marriage dude got hips like big momma swear lil kids mock walk even know,Neither
10354,got ass cheeks white tee hoes keep grindin,Offensive
10355,got bad bitches stand,Offensive
10356,got bitches geekin sneaking cocaina cross custom,Offensive
10357,got bitches nervous like virgins fliin wit uncle mervin,Offensive
10358,got bitches dickthey yet nigga,Offensive
10359,got bitches tho got,Offensive
10360,got diy birds hey shoot like larry bird hey,Neither
10361,got every reason feel like bitch,Offensive
10362,got good credit bitch credit gotta match min,Offensive
10363,got hella ho,Offensive
10364,got hoes got fuckin hoes got fuckin ho,Offensive
10365,got hoes different area cod,Offensive
10366,got hoes got hoes got hoes got ho,Offensive
10367,got lean got work got bands nigguh,Offensive
10368,got money hoes money ho,Offensive
10369,got private tracks public soundcloud needa finish joints sick em yall ho,Offensive
10370,got trust drugs dumb ass bitch,Offensive
10371,got dawg norris blue flames bday dat bitch even drink u pop alcoholic ass down,Offensive
10372,got eyes red bon,Neither
10373,got mind money needs bad bitch ride round city spend cash,Offensive
10374,got legacy bitches fuck yall legaci,Offensive
10375,got rhythm stroke patterns bout nut still bitch,Offensive
10376,got patience hoes actin lame ima stop fuckin wit yo ass quick asl,Offensive
10377,got pic lines stay grind tell bitch time bitch get car got ridin dayton spok,Offensive
10378,got respect hoe shit,Offensive
10379,got many horses hoes say gorgeous tha air dats doors issssss,Offensive
10380,got bitch ass coworkers stay late every day last week complain mfs stay late send emails left,Offensive
10381,got lightskin pussy one time bitch damn near bout propos,Offensive
10382,got yard work need done got  control excitement sir wdnick lets gooooo teena bitch,Offensive
10383,got something ass keep thinking pussi,Offensive
10384,got soo many funny pictures yesterday bitches fucc,Offensive
10385,got streets head lock got yo bitch leg lock,Offensive
10386,got streets ina headlock got yo bitch ina leg lock fuck fed cop,Offensive
10387,got streets ina headlock got yo bitch ina leg lock,Offensive
10388,got streetz ina head lock got yo bitch ina leg lock,Offensive
10389,got dominican hoes randomly hit every often amp tell like tryna rob,Offensive
10390,got root beer chillin fridge imma crack bitch open,Offensive
10391,got get trash make breakfast frau sta laundry good till get back crack,Neither
10392,got yo bitch dick whip,Offensive
10393,got lot hoes dick,Offensive
10394,gotta bad bitch bake cooki,Offensive
10395,gotta admit used tell bitches everything wanted hear bighead change ways lil bit,Offensive
10396,gotta bad bitch always got hair fixed always n mall wit friends buying outfit,Offensive
10397,gotta big head yah bitch think crown s,Offensive
10398,gotta bitch suck dick till nut spit gut slurp shit back slut,Offensive
10399,gotta bottle liq crib get hitting dat bitch bare liq dat,Offensive
10400,gotta get da gettin good nigguh,Offensive
10401,gotta give de blasio credit man word nypd arrest niggas weed anymore hahahaha fuuuuuck yoouuuuu bitch,Offensive
10402,grew hate blonde primary colored weaves stop requesting good mouthwork,Neither
10403,grew ina jungle wit gorilla snakes amp bird ass nigga,Offensive
10404,grew niggahs trust niggah love niggah,Offensive
10405,guarantee b hot twats tonight dresses leggings open toed sho,Offensive
10406,guess come bitch peopl,Offensive
10407,guess bitches got twisted think weak something look weak look scary look like somebody finna pick w,Offensive
10408,guess niccas think owe money long forget,Offensive
10409,guess none deez rappin ass niggas wanna throw dem bitches wit da big homi,Offensive
10410,guess oh bitch ha,Offensive
10411,fags space ae hours excus,Offensive
10412,date wit irene nd bitch stood matter fact stood da whole city thanx fucking cunt irene ur ass greas,Offensive
10413,dope ass parlay week san fran woulda hoes ran back pick shit rigged yo,Offensive
10414,dream th grade class except current self remember thinking crazy become hoe moron,Offensive
10415,dumbass dr c like dumb bitch,Offensive
10416,froyo brownies dinner tonight adult making executive decis,Neither
10417,liked one bitch always shit causing fucking drama,Offensive
10418,boldest side hoes come front girl nd sta touchin nigguh,Offensive
10419,hug block bitches wav,Offensive
10420,tell bitch want loveeee,Offensive
10421,unfollow crazy asian bitch earlier lol play,Offensive
10422,wack dick staed messing white hoes stuck around amp let young goon practice em,Offensive
10423,hardly text back hoes love phon,Offensive
10424,hate chunky pasta sauce keep pesky vegetables way,Neither
10425,hate hashtag activism lie think trash,Neither
10426,hate think know head type bitch foh,Offensive
10427,hate hacked k ass ho,Offensive
10428,hate used talk nigga bitch like foh hater never talked u jus know em,Offensive
10429,hate bitch love bitch say love nigga tooconfused ass bitch gon gay bitch straight bitch,Offensive
10430,hate get shit done ass nigguh,Offensive
10431,hate extra ass bitch extra ass nigga much stop unnecessari,Offensive
10432,hate nosey bitch like mind yah busi,Offensive
10433,hate ol fat disgusting walma working ass bitch,Offensive
10434,hate stuck bitch likeeee stfu shit speci,Offensive
10435,hate trash bad bitch,Offensive
10436,hate wishy washy bitch,Offensive
10437,hate industry fags hope get nigerian summer flu,Hate
10438,hate baldheadass bitch,Offensive
10439,hate profiled country hick eric dean vestal makes happy anything els,Neither
10440,hate bitch made niggas think soon get pussy theyre bad ass youre junior bang freshman,Offensive
10441,hate bitches ugly fat bitches worst,Offensive
10442,hate bitches fish compli,Offensive
10443,hate bitches attitudes tim,Offensive
10444,hate bitches wear fake ass ray bans stop cheap,Offensive
10445,hate bitches thinks everyone wants nasty ass like cut,Offensive
10446,hate bitches bad eyebrow,Offensive
10447,hate bitches thick eyebrow,Offensive
10448,hate bitches thirsty ass bitch,Offensive
10449,hate drinking everyone fucking boring fuck guys fun pussi,Offensive
10450,hate dumb bitch,Hate
10451,hate fat bitch,Hate
10452,hate females push asses walk know look like retarded flamingo right,Offensive
10453,hate ghetto bitches pass,Offensive
10454,hate going paies really fat bitches go act like theyre shit theyre pay like damn nessie im,Offensive
10455,hate ho,Offensive
10456,hate hoes looking nice nshit hair nails done kids look like barely survived tornado,Offensive
10457,hate girls bitch e v e r h n g,Offensive
10458,hate dog name sounds ghetto,Neither
10459,hate people talk loud ignorant ass mother fuckers ghetto peopl,Offensive
10460,hate pretty bitches chill lame nigga,Offensive
10461,hate pulling stores niggas staring like never seen bitch drive car rims system,Offensive
10462,hate pumpkin flavored items white bitches crazy nasti,Offensive
10463,hate ratchet country hoes asham,Offensive
10464,hate self rightous black bitch,Offensive
10465,hate self rightous bitches general people really get fucking nerve sometim,Offensive
10466,hate stupid bitches cry stupid reason,Offensive
10467,hate takin trash always expecting big ass dog alley like raccoon jump dumpst,Offensive
10468,hate texting boring bitch,Offensive
10469,hate wake early morning drink fact cold yellow gatorade fridge gets happi,Neither
10470,hate hoe bout shit,Offensive
10471,hate hoe oml,Offensive
10472,hate mom says trying move like bitch reason trying place l,Hate
10473,hate one random tear comes blinked like nigga stop bitch,Offensive
10474,hate wee boy wae squinty eyes game thron,Neither
10475,hate assigned seats sit annoying bitches whole class,Offensive
10476,hate f ing bus hate f ing bus high ho dairy hate f ing bus,Offensive
10477,hate ghetto trash special school across street building grow crimin,Hate
10478,hate white trash cops raped murdered infant daughters son,Hate
10479,hate hoes look thick front pass u amp ass miss,Offensive
10480,hate cookie built bitch,Offensive
10481,hate kids class always complaining bitch douche teach,Offensive
10482,hate tht hoe make hard talk dont get topic dont get poppin dont end stoppin wont,Offensive
10483,hate twitter bunch sexy bitch,Offensive
10484,hate txtn niggah man lol,Offensive
10485,hate see thick bitch instagram show looking like teddy graham,Offensive
10486,hate upload pic caption says son someone asks omg son bitch found outsid,Offensive
10487,hate bitch take compliment pretty ugly well shit ugly damn,Offensive
10488,hate bitch got fucked teeth trynna smile pictures tf lmfao,Offensive
10489,hate girls single single shit lil thottie cuff problem like bitch rko ass,Offensive
10490,hate bitches thinking smh,Offensive
10491,hate bitches like love much lt,Offensive
10492,hate bitches get lam,Offensive
10493,hate bitches keep saying yassss like like bitch u sound stupid stfu,Offensive
10494,hate bitches wanna talk bf breaks theyre break bf nigga fuck inbox,Offensive
10495,hate bitches post pictures cute bitches tag em low key selfish fuck,Offensive
10496,hate bitches say bro bruh,Offensive
10497,hate bitches think expect something return buying cheap ass gift food life let l,Offensive
10498,hate bitches try talk shit chipped nail,Offensive
10499,hate black people try white bad nigg,Hate
10500,hate cute ass girls wack af boyfriends like bitch youre settlling quit settling real nigga,Offensive
10501,hate females try sound like bird head,Neither
10502,hate girls say single hea taken bitch nigga love hoe mov,Offensive
10503,hate girls say single hea taken bitch nigga love mov,Offensive
10504,hate girls say forever alone like shut forever hoe forever alone shut get dick breath,Offensive
10505,hate hoes try play wifey rol,Offensive
10506,hate hoes tweet hoes okay aint hypocrit,Offensive
10507,hate see cold hoe tryna kick knowledg,Offensive
